Date,Time,Amazon Verified,Rating Score,Review Description,Review ID,Review Reaction,Review Title,User ID,Marketing Campaign,Order Value,Impressions,Clicks,Conversion Rate,Channel,Customer Segment,Product Category,SentimentLabel,SentimentScore
15-11-2025,15:27:13,FALSE,5,Works exactly as described on my tulsi - fruiting abundantly,R3T4NVC7GDD6I,96,Great buy,16abcd0f-5acc-4df5-b3b4-2ebe8d838375,YieldMax Pro Launch,4398.02,9569,131,0.0137,Email Marketing,Small Farm - Returning,Insecticides,POSITIVE,0.978557765
19-08-2022,18:58:34,TRUE,5,Significant improvement in orchids health and flowering,RB1SVUYV72GN2,82,Good product,7bc6b282-76ba-4854-8125-38d26815fd38,YieldMax Pro Launch,3768.97,85550,4181,0.0489,Search Ads,Large Farm - Returning,Plant Nutrients,POSITIVE,0.986061215
26-06-2024,04:27:00,FALSE,5,My herb garden have never looked better - more vibrant colors,RN7WG87FD5U93,86,Effective product,0024d755-cd76-455f-836c-81ca03f30396,Organic Growth Initiative,2250.3,47081,1895,0.0402,Referral,Small Farm - New,Seeds,POSITIVE,0.986130059
18-11-2023,03:20:26,TRUE,5,Significant improvement in flowering plants health and leaf color,R8NC2UINSX321,96,Works well,de00a71a-b16c-4242-9be3-80c4900590e0,Organic Growth Initiative,1023.4,44154,2058,0.0466,Search Ads,Retailer - Tier 2,Digital Tools,POSITIVE,0.980782151
01-05-2025,13:08:14,FALSE,4,Works exactly as described on my tulsi - producing more flowers,RZYTR0NZYV8Q7,96,Happy with purchase,833f9ba7-f9cc-462a-ae10-b8a9f6861673,Farmer Connect Program,2955.67,73432,3849,0.0524,Offline Events,Large Farm - Returning,Herbicides,POSITIVE,0.848176122
19-09-2025,07:46:08,TRUE,4,Significant improvement in flowering plants health and growth,R4X0TUCFOESJB,96,Works well,dddc8e27-c50d-4af0-b97b-359009a30cd7,Farmer Connect Program,3937.52,19236,324,0.0168,Search Ads,Retailer - Tier 1,Digital Tools,POSITIVE,0.982638717
20-10-2022,13:46:29,TRUE,3,My orchids showed slight change but it took a month,RHBYNA6O6TL07,132,Average product,1f9b2f24-9865-475f-b224-4f0cc86e4f3a,Organic Growth Initiative,1069.17,39155,2711,0.0692,Referral,Small Farm - New,Seeds,NEUTRAL,0.931877136
28-02-2025,10:22:12,TRUE,5,Significant improvement in tulsi health and flowering,R2YV47FPHLXLI,96,Good product,d9d1bbcb-3534-4bc5-a0f2-603cce951d10,Organic Growth Initiative,1048.43,19702,922,0.0468,Social Media,Large Farm - Returning,Plant Nutrients,POSITIVE,0.977528751
10-12-2023,20:20:38,FALSE,5,My bonsai have never looked better - growing vigorously,RCUSETUE6MFDN,96,Effective product,a415c14c-2061-49df-850b-c918078c849e,Monsoon Harvest Boost 2024,1998.08,6723,255,0.0379,SMS Campaigns,Small Farm - Returning,Herbicides,POSITIVE,0.988260925
13-06-2022,11:03:21,TRUE,4,Visible difference in my herb garden after 3 weeks,RISE5710MOGCE,118,Happy with purchase,c4436ed7-38d4-4c3d-976f-c38d7ba6a368,YieldMax Pro Launch,236.98,33847,479,0.0142,Offline Events,Small Farm - Returning,Herbicides,NEUTRAL,0.89882338
31-07-2025,07:43:31,FALSE,4,Works exactly as described on my hibiscus - recovered completely,R5UL64Q6O09F6,183,Happy with purchase,472b7bc5-efdb-4deb-89e8-d447b3a5e0c3,Farmer Connect Program,1120.02,92323,401,0.0043,SMS Campaigns,Retailer - Tier 2,Plant Nutrients,POSITIVE,0.938829839
06-04-2025,16:05:30,TRUE,4,flowering plants responded beautifully to this treatment,R78W7010TO2Y3,48,Great buy,fee83011-170e-4e48-84d5-efa317bef898,Pest Control Solutions Drive,267.86,68174,892,0.0131,SMS Campaigns,Large Farm - New,Herbicides,POSITIVE,0.981284976
17-09-2023,16:50:48,TRUE,5,"My flowering plants are thriving with this product, growing vigorously",RN077NAM1VERH,161,Life saver for plants,b7e28f8a-8328-4c3d-bfc5-b4cbf892850a,Farmer Connect Program,3966.74,75606,1414,0.0187,Search Ads,Small Farm - New,Plant Nutrients,POSITIVE,0.98884213
03-08-2024,07:45:59,TRUE,4,Wonderful product! My terrace garden pest-free now,RWGIQIP00R48F,52,Amazing results!,9fddc41e-b4c0-4fde-b51f-5fa27beed92c,Farmer Connect Program,442.98,19029,777,0.0408,Direct Traffic,Large Farm - New,Insecticides,POSITIVE,0.979436338
07-05-2025,12:24:03,TRUE,4,The marigold in my garden are now pest-free now thanks to this product,RRIZNA0UB8JWN,16,Happy with purchase,d66cef2f-4f85-4beb-92fb-78f00a6fdf38,Pest Control Solutions Drive,3059.91,51002,4281,0.0839,Search Ads,Small Farm - Returning,Seeds,POSITIVE,0.967152178
09-07-2024,14:52:19,TRUE,1,No improvement in my fruit trees even after 4 weeks,RJS7IFG57FLAK,112,No results,491e4c22-61f4-418e-ba56-456bf3d48a55,Organic Growth Initiative,4319.01,64068,665,0.0104,Search Ads,Large Farm - Returning,Seeds,NEGATIVE,0.814017415
24-03-2025,20:17:19,FALSE,5,Wonderful product! My money plants producing more flowers,RWAJJ6DBAKHBP,96,Life saver for plants,131d6dc6-36a2-46aa-b2ad-5000c89abc79,Pest Control Solutions Drive,4584.85,1547,13,0.0084,SMS Campaigns,Retailer - Tier 1,Digital Tools,POSITIVE,0.987116158
02-12-2025,15:51:34,FALSE,5,This product saved my dying flowering plants - now they're greener than ever,R4X5RYRRCPMD2,96,Life saver for plants,7ed3aef6-a08b-4ba2-ae2c-abacf3b7cc9b,YieldMax Pro Launch,3691.54,32765,1966,0.06,Social Media,Large Farm - New,Digital Tools,POSITIVE,0.986802757
26-10-2024,07:41:32,TRUE,4,The indoor plants in my garden are now looking healthier thanks to this product,RU0RNXELWI6FT,186,Great buy,d745f1b3-bb2f-43a6-8f81-7817fabf3f0d,Organic Growth Initiative,2528.2,70887,3145,0.0444,Referral,Large Farm - New,Digital Tools,POSITIVE,0.984965682
15-12-2025,17:32:30,TRUE,1,This product damaged my succulents - now they're leaves turning yellow,RQP06H3RFFAF6,96,Harmful product,4b6aa788-8cb1-4a5c-aef7-738680b8a68c,Pest Control Solutions Drive,1030.2,24853,2068,0.0832,Social Media,Large Farm - Returning,Plant Nutrients,NEGATIVE,0.979948521
28-08-2024,00:07:09,TRUE,4,Wonderful product! My herb garden greener than ever,R3M234218HR09,133,Life saver for plants,f49f3e26-cc03-4a24-b5fe-7bde9b5a1440,Farmer Connect Program,3956.58,6486,109,0.0168,Email Marketing,Retailer - Tier 1,Fungicides,POSITIVE,0.988378227
30-07-2023,23:52:16,TRUE,3,Average performance with my money plants - temporary effect,ROCB8DELZVT0V,158,Moderate effect,7b335977-c416-45f8-b875-10d7880e84cb,Pest Control Solutions Drive,177.12,17108,1096,0.0641,Search Ads,Retailer - Tier 2,Insecticides,NEUTRAL,0.78967613
18-09-2025,19:59:53,TRUE,5,Significant improvement in lawn health and leaf color,R1TBFLEM2FXXZ,96,Visible improvement,d29e6e01-d7ef-488e-a8ae-3b1635d439cb,YieldMax Pro Launch,1504.62,26569,596,0.0224,SMS Campaigns,Retailer - Tier 1,Plant Nutrients,POSITIVE,0.975724399
29-06-2022,16:48:44,FALSE,4,My vegetables have never looked better - greener than ever,RHJ86XP3Z1XBD,136,Great buy,d1f6a1c5-8174-49ba-9022-5ca04d8dcbe8,Pest Control Solutions Drive,3609.92,88285,3911,0.0443,Offline Events,Small Farm - New,Digital Tools,POSITIVE,0.985736847
14-11-2025,21:29:23,TRUE,5,This product saved my dying hibiscus - now they're more vibrant colors,RPQDNKUT8433Q,96,Highly recommended,b4d3dd3b-e566-4b42-b161-e4060a5e1bef,Monsoon Harvest Boost 2024,2885.55,17700,1757,0.0993,Search Ads,Large Farm - Returning,Plant Nutrients,POSITIVE,0.981163204
06-07-2024,17:43:30,TRUE,4,Significant improvement in tulsi health and flowering,R7EJG5XUHGL5N,55,Good product,8ea6d105-a928-461c-ac62-7b851a33565e,Farmer Connect Program,1634.69,66847,1021,0.0153,Search Ads,Retailer - Tier 2,Plant Nutrients,POSITIVE,0.977528751
05-12-2025,01:49:09,TRUE,5,This product saved my dying rose plants - now they're fruiting abundantly,RV6HEZNUZJCOZ,96,Highly recommended,581fffe0-9ee7-4e2f-b965-16ac2ce3703b,YieldMax Pro Launch,405.52,96257,2328,0.0242,Search Ads,Retailer - Tier 2,Insecticides,POSITIVE,0.986063421
15-06-2024,13:59:16,TRUE,4,This product saved my dying vegetables - now they're producing more flowers,R4PA57QQ0QKOZ,96,Life saver for plants,ea533b17-96e5-4dbb-95a0-6d34c681ce8c,YieldMax Pro Launch,4754.47,56982,1388,0.0244,Social Media,Small Farm - New,Herbicides,POSITIVE,0.980568111
20-09-2023,13:59:16,TRUE,4,Works exactly as described on my hibiscus - more vibrant colors,R84EAL6QRZO3G,125,Great buy,e0cac581-1575-43c2-a805-bcc19f89a13c,Organic Growth Initiative,3180.05,59342,3019,0.0509,Social Media,Small Farm - New,Fungicides,POSITIVE,0.791801929
18-05-2025,23:16:48,TRUE,4,The rose plants in my garden are now recovered completely thanks to this product,RLDZPA4BPVJEP,166,Effective product,e5e3730c-90be-47ab-80b5-e11cb182028f,Farmer Connect Program,4096.44,70479,4012,0.0569,Social Media,Retailer - Tier 1,Plant Nutrients,POSITIVE,0.981918097
04-05-2023,05:48:26,TRUE,4,"My succulents are thriving with this product, looking healthier",R4475KU1ZIDJF,125,Highly recommended,2e2f512c-dfba-4b17-8112-d80b950e85ad,Pest Control Solutions Drive,1537.97,69084,2413,0.0349,Offline Events,Retailer - Tier 1,Seeds,POSITIVE,0.989059329
09-08-2022,01:44:27,TRUE,5,Works exactly as described on my orchids - growing vigorously,RATYL7C4M29DW,18,Great buy,6362f41c-0358-4bee-aae9-c87925a3a800,YieldMax Pro Launch,462.11,34315,2781,0.081,Direct Traffic,Retailer - Tier 2,Insecticides,POSITIVE,0.948120058
07-05-2023,10:46:05,FALSE,5,Visible difference in my succulents after 3 weeks,RZF0L243J2NDC,96,Happy with purchase,d1ef025e-9d77-48a8-a62d-168c25260148,Pest Control Solutions Drive,4350.83,30591,1130,0.0369,Social Media,Small Farm - New,Seeds,NEUTRAL,0.940584123
24-12-2024,02:52:30,TRUE,4,"My money plants are thriving with this product, greener than ever",RKA931BR6TOSJ,32,Amazing results!,c7d22f08-846e-46c0-b903-11c67aa17344,YieldMax Pro Launch,2981.94,34955,48,0.0014,Offline Events,Retailer - Tier 1,Digital Tools,POSITIVE,0.986991465
13-11-2023,21:36:54,TRUE,5,This product saved my dying rose plants - now they're more vibrant colors,RZSI9FXVTAUYE,190,Highly recommended,236f2335-e78e-4032-8c62-421b9f1118d2,Monsoon Harvest Boost 2024,3191.65,11052,501,0.0453,Social Media,Small Farm - Returning,Plant Nutrients,POSITIVE,0.984157383
30-11-2024,07:11:39,TRUE,5,Excellent results with my money plants - saw improvement in just 13 days,RZVPEMWQPPQ8Q,93,Life saver for plants,52b376b9-666c-438c-919f-911f58194876,Farmer Connect Program,259.66,59805,1390,0.0232,Offline Events,Retailer - Tier 1,Insecticides,POSITIVE,0.973073721
25-06-2022,21:39:04,TRUE,2,My rose plants actually got worse after using this,RCOTUUAH90MEX,84,No results,bf3b7901-fd38-47ff-8a93-2b8db727c333,Monsoon Harvest Boost 2024,4680.3,81969,4009,0.0489,Social Media,Large Farm - New,Fungicides,NEGATIVE,0.978905678
01-11-2023,05:31:49,TRUE,4,This product saved my dying rose plants - now they're looking healthier,RH3I54H5N8EAF,191,Life saver for plants,a940b851-9961-425e-8f5f-db4691591db9,Farmer Connect Program,4067.14,15246,908,0.0596,Offline Events,Large Farm - Returning,Insecticides,POSITIVE,0.983876169
01-03-2025,15:29:47,TRUE,5,Visible difference in my marigold after 2 weeks,RB1NYYZ4HHO4R,96,Great buy,df6c92f5-9e27-44eb-b10a-9f5745933b72,Farmer Connect Program,3643.67,98241,3195,0.0325,Email Marketing,Small Farm - New,Fungicides,NEUTRAL,0.940893948
30-10-2023,11:04:26,FALSE,5,Excellent results with my lawn - saw improvement in just 19 days,RZQFAHR85I8RV,48,Highly recommended,8ed285ef-c3b1-429e-a77d-c8c0590d671e,YieldMax Pro Launch,1032.14,93597,854,0.0091,Offline Events,Retailer - Tier 2,Plant Nutrients,POSITIVE,0.978621423
26-10-2022,12:53:32,TRUE,3,My orchids are doing okay but not exceptional,RXFM31EBM8CHI,12,Okay results,444edadf-0ae7-4307-a3c4-4bc0a356df60,Organic Growth Initiative,594.77,48654,2308,0.0474,Search Ads,Retailer - Tier 2,Seeds,NEGATIVE,0.682356179
15-10-2022,03:20:05,TRUE,4,This product saved my dying rose plants - now they're recovered completely,R9HC4OOR4CTQL,96,Highly recommended,e5ec66e7-0278-429e-ab94-5118746941cc,Organic Growth Initiative,1229.35,37168,870,0.0234,Referral,Large Farm - Returning,Fungicides,POSITIVE,0.981995583
03-06-2022,05:28:09,TRUE,4,The rose plants in my garden are now fruiting abundantly thanks to this product,R2JCQZ7P16J9V,128,Effective product,3c69d3e2-d637-4bb5-b009-511010c7e75a,Organic Growth Initiative,4479.82,59783,971,0.0162,Direct Traffic,Small Farm - New,Seeds,POSITIVE,0.987649262
05-04-2022,10:32:30,FALSE,1,Expected better results with my orchids but showing signs of stress,RSOQEOVY5RDSE,96,No results,152298ac-3c7d-42c6-b142-79908a31df2a,Pest Control Solutions Drive,961.13,21971,902,0.0411,Referral,Retailer - Tier 2,Fungicides,NEUTRAL,0.53719312
22-02-2023,02:57:06,TRUE,2,Would not recommend for lawn - showing signs of stress,RJ61815VX9SN8,180,No results,50389fc3-31d3-45ab-92b0-654f6d104578,Farmer Connect Program,625.11,86019,2856,0.0332,Offline Events,Retailer - Tier 1,Herbicides,NEGATIVE,0.933862567
30-03-2022,22:56:07,TRUE,2,"Did nothing for my herb garden, very disappointed",RM0CQA90NVXKQ,68,Disappointed,081d1489-574e-4fe1-bf3d-18657c27296f,Organic Growth Initiative,4356.63,84139,4960,0.059,Referral,Small Farm - Returning,Seeds,NEGATIVE,0.975890338
26-05-2022,13:03:21,FALSE,5,My vegetables have never looked better - blooming continuously,RHGT6KX6ABVTO,134,Great buy,19d9ba6d-e58e-407d-8fa9-e16ba4033da1,Monsoon Harvest Boost 2024,760.44,56888,2019,0.0355,Direct Traffic,Retailer - Tier 2,Seeds,POSITIVE,0.985882282
28-09-2024,04:02:04,TRUE,4,"My orchids are thriving with this product, producing more flowers",RX4R9XLS0SJTU,39,Amazing results!,0acb13d1-c71a-4404-a401-d93d8f2bd7d5,Pest Control Solutions Drive,739.19,74774,3649,0.0488,SMS Campaigns,Small Farm - Returning,Herbicides,POSITIVE,0.988839924
05-03-2024,15:41:00,TRUE,5,Works exactly as described on my succulents - producing more flowers,RVE088DCAXOOP,85,Effective product,f59f5c01-67e4-4fdb-81d3-9ee0c5e2cd00,YieldMax Pro Launch,889.32,15435,469,0.0304,Social Media,Large Farm - New,Herbicides,POSITIVE,0.879524291
09-10-2022,17:47:43,TRUE,4,Excellent results with my marigold - saw improvement in just 16 days,RO5OATC3WNXTP,114,Highly recommended,78bd41f9-244d-477d-8e01-ee268065df62,Monsoon Harvest Boost 2024,4315.48,20482,1602,0.0782,Offline Events,Small Farm - Returning,Herbicides,POSITIVE,0.970531344
18-07-2022,02:52:38,TRUE,5,"My tulsi are thriving with this product, blooming continuously",R6DBFOESCSN8F,183,Amazing results!,f8057765-ed8e-47dc-b8e5-94dcd2a1c76f,Farmer Connect Program,2692.16,70792,4402,0.0622,SMS Campaigns,Small Farm - Returning,Seeds,POSITIVE,0.989320874
07-01-2024,05:15:17,TRUE,4,"My herb garden are thriving with this product, producing more flowers",RYX2CUVTA5UYW,96,Amazing results!,2a7aaadc-b236-4202-8ed1-7334a87b7b88,Pest Control Solutions Drive,4147.72,8322,774,0.093,Email Marketing,Small Farm - New,Digital Tools,POSITIVE,0.989256024
14-09-2025,05:44:02,FALSE,4,Significant improvement in herb garden health and growth,R55580TERG5IY,164,Works well,69cf5100-faff-4a00-a3d7-fa44e86a9fa8,YieldMax Pro Launch,3626.66,59192,118,0.002,Search Ads,Small Farm - New,Insecticides,POSITIVE,0.986141086
05-02-2023,20:57:49,TRUE,4,Wonderful product! My lawn blooming continuously,RXIPF5ZIZ47M7,97,Highly recommended,7560deb3-3e40-4ed0-9128-18081bd73123,Farmer Connect Program,3045.16,11119,969,0.0871,Direct Traffic,Large Farm - New,Digital Tools,POSITIVE,0.987002671
24-04-2025,19:39:58,TRUE,5,Significant improvement in succulents health and growth,RU1AJ2LRBJM19,96,Visible improvement,f5241ea4-7229-4c65-9e2e-28e849a30043,Farmer Connect Program,272.13,64413,384,0.006,Social Media,Large Farm - New,Fungicides,POSITIVE,0.984489799
21-07-2022,04:44:22,TRUE,5,money plants responded beautifully to this treatment,RP3EQ3T5LDLUA,96,Happy with purchase,c8720d5a-631d-4eae-8147-4efddf4ef73d,YieldMax Pro Launch,439.83,83044,774,0.0093,Offline Events,Small Farm - Returning,Insecticides,POSITIVE,0.964508593
11-06-2023,15:36:29,TRUE,4,Works exactly as described on my lawn - growing faster,RAMX1PO8ZLYKZ,75,Happy with purchase,a60f8463-fc5f-4b8b-a521-b872973a3d3e,Monsoon Harvest Boost 2024,755.98,41572,724,0.0174,Direct Traffic,Small Farm - New,Seeds,POSITIVE,0.96911186
05-02-2023,16:51:10,TRUE,5,This product saved my dying orchids - now they're growing vigorously,RZZRFXXYHDAEM,115,Highly recommended,6d55959b-5e99-486d-9452-97afcc39fdc7,YieldMax Pro Launch,1865.32,82871,2579,0.0311,Search Ads,Small Farm - New,Digital Tools,POSITIVE,0.986079276
28-03-2023,12:36:45,FALSE,4,Excellent results with my orchids - saw improvement in just 18 days,RDKU8VOCGJT36,154,Amazing results!,a9724eb0-8ee2-4dc3-b099-6fbecd288736,YieldMax Pro Launch,3852.67,27145,1654,0.0609,Search Ads,Small Farm - New,Herbicides,POSITIVE,0.982224166
28-11-2022,14:44:37,TRUE,5,hibiscus responded beautifully to this treatment,RB1LDXDFH1VYO,182,Happy with purchase,a3cad1ab-f3f9-4c95-855b-2e1f8d91e0af,Organic Growth Initiative,3196.65,11956,300,0.0251,Social Media,Large Farm - New,Seeds,POSITIVE,0.982825458
28-10-2023,16:54:59,FALSE,5,Visible difference in my lawn after 3 weeks,RCR5CFHO5PCOE,37,Great buy,15624f77-a8ea-431b-a3cc-bbb1490b0d81,Farmer Connect Program,3926.21,79266,1636,0.0206,Social Media,Retailer - Tier 2,Digital Tools,NEUTRAL,0.952394426
12-11-2024,22:30:08,TRUE,5,Wonderful product! My rose plants looking healthier,REI0GT4GY37ZF,3,Life saver for plants,aa7202cb-7d8e-4302-846b-efc108811d18,Pest Control Solutions Drive,3024.67,29329,1435,0.0489,Email Marketing,Small Farm - Returning,Digital Tools,POSITIVE,0.987901092
10-12-2023,08:49:06,TRUE,5,rose plants responded beautifully to this treatment,RECTFZCXGDJ5F,157,Effective product,8975fd83-60f9-4e5b-abe3-3444266779c6,YieldMax Pro Launch,3188.83,93024,822,0.0088,Social Media,Small Farm - New,Fungicides,POSITIVE,0.973701715
05-06-2025,21:02:07,TRUE,3,Works somewhat for hibiscus but needs improvement,R1AF8GD7G4YWE,106,Okay results,6f0292df-2c10-4eae-a5ef-3dd4ba278657,Monsoon Harvest Boost 2024,4701.1,30351,2088,0.0688,Search Ads,Large Farm - New,Digital Tools,POSITIVE,0.770160258
17-03-2024,04:21:07,FALSE,4,Significant improvement in marigold health and flowering,RTLCYZ8Z6NTSK,25,Works well,cc1f82ce-fa3f-4e6e-b0c0-3652625d606a,YieldMax Pro Launch,4887.91,23769,1661,0.0699,Search Ads,Retailer - Tier 1,Insecticides,POSITIVE,0.969237268
16-05-2023,20:06:57,TRUE,4,"My lawn are thriving with this product, blooming continuously",R73FML1PX2DQ4,96,Highly recommended,7cc3076c-7e24-4871-814b-2efff74bc47c,Organic Growth Initiative,973.45,86527,1826,0.0211,Search Ads,Small Farm - Returning,Plant Nutrients,POSITIVE,0.987431884
18-09-2024,16:46:34,TRUE,5,money plants responded beautifully to this treatment,RZV3X45962UW7,107,Great buy,f19036c9-effe-4b50-a154-11c0a903df99,YieldMax Pro Launch,3987.44,55230,612,0.0111,Direct Traffic,Retailer - Tier 2,Fungicides,POSITIVE,0.964508593
21-10-2024,18:08:44,FALSE,5,My succulents have never looked better - looking healthier,RKL1ZZHMJ5QX6,96,Great buy,dcc909c7-db50-4f16-b039-15b4673bb00e,Farmer Connect Program,164.04,68075,1258,0.0185,Email Marketing,Large Farm - New,Fungicides,POSITIVE,0.986663938
23-05-2022,20:53:03,TRUE,4,"My fruit trees are thriving with this product, looking healthier",RCJAQHIE66OVA,114,Life saver for plants,abd76845-43ba-4ead-ad00-79deeb3ac39f,Monsoon Harvest Boost 2024,2939.06,78015,2562,0.0328,Email Marketing,Small Farm - Returning,Digital Tools,POSITIVE,0.987880528
03-07-2023,05:38:37,TRUE,5,This product saved my dying tulsi - now they're more vibrant colors,RDM261ILATNYC,55,Life saver for plants,53893885-15d2-433b-9871-f31fdc4ff79f,Monsoon Harvest Boost 2024,940.53,43294,3527,0.0815,SMS Campaigns,Small Farm - Returning,Herbicides,POSITIVE,0.974761546
24-12-2023,22:29:53,TRUE,5,This product saved my dying vegetables - now they're pest-free now,RKB82A77KPYTO,126,Highly recommended,a951e6c7-9e6d-4a53-977f-1912e7e65cc5,YieldMax Pro Launch,3426.55,58043,2613,0.045,SMS Campaigns,Large Farm - New,Insecticides,POSITIVE,0.957485855
14-06-2024,10:15:53,TRUE,5,"My flowering plants are thriving with this product, looking healthier",R00SK0G4Y1JIC,142,Highly recommended,48e818a0-124c-4831-aca7-dee4b612ccf9,Monsoon Harvest Boost 2024,2375.97,55405,2475,0.0447,Search Ads,Large Farm - New,Herbicides,POSITIVE,0.988707781
06-02-2024,08:55:20,FALSE,2,No improvement in my orchids even after 6 weeks,RUY4DM1103BOF,200,Not effective,39dc8803-1ab3-438a-8e96-52a1f151f5f7,Monsoon Harvest Boost 2024,996.24,49349,4413,0.0894,Social Media,Retailer - Tier 2,Fungicides,NEGATIVE,0.908067822
07-12-2025,17:13:14,TRUE,4,"My indoor plants are thriving with this product, more vibrant colors",R4G4VRVYEG4IK,96,Life saver for plants,66205966-bf16-4594-96fa-2b9ea57497a2,Organic Growth Initiative,1643.46,96795,3964,0.041,Email Marketing,Small Farm - New,Herbicides,POSITIVE,0.989336967
04-04-2022,14:54:50,FALSE,5,Visible difference in my lawn after 4 weeks,R7OGDHCTRIBXP,96,Great buy,9cd5ad2f-0894-4b09-ba3e-bd35f76ef29e,Farmer Connect Program,573.02,18047,458,0.0254,Search Ads,Large Farm - Returning,Seeds,NEUTRAL,0.94470787
17-08-2022,19:21:33,TRUE,5,"My fruit trees are thriving with this product, looking healthier",RG330G9HJC4JC,25,Highly recommended,71972e9a-c872-4aca-8bc7-db9d28820e5a,Pest Control Solutions Drive,2014.79,57472,4170,0.0726,Search Ads,Small Farm - New,Seeds,POSITIVE,0.987880528
02-04-2024,15:31:49,TRUE,5,Significant improvement in herb garden health and fruit production,RLI31834WK8J9,43,Visible improvement,31efd519-c762-4518-b1b8-ee4438b143ce,YieldMax Pro Launch,1989.95,14278,460,0.0322,Offline Events,Retailer - Tier 2,Herbicides,POSITIVE,0.983383119
11-11-2025,04:34:56,TRUE,2,Expected better results with my succulents but still struggling,RPHAW8B26W50H,121,No results,d5124a7b-cfc0-4079-aee7-1d052a9fcfdc,Monsoon Harvest Boost 2024,928.7,35581,325,0.0091,Email Marketing,Retailer - Tier 2,Fungicides,NEUTRAL,0.521794558
28-03-2023,12:32:12,TRUE,5,Visible difference in my tulsi after 2 weeks,RUI653AQGQZ9H,96,Effective product,452162b5-298b-4f03-a6cc-6eda5c085636,YieldMax Pro Launch,117.13,47219,2476,0.0524,Offline Events,Large Farm - New,Plant Nutrients,NEUTRAL,0.935142815
21-10-2024,06:58:48,FALSE,2,Expected better results with my hibiscus but leaves turning yellow,RZC1KPF73XD39,96,Disappointed,1d1f21a6-2518-4e80-903b-d896591996ab,YieldMax Pro Launch,4937.29,70062,1443,0.0206,Search Ads,Retailer - Tier 2,Herbicides,NEGATIVE,0.672892928
20-05-2025,12:09:35,TRUE,5,indoor plants responded beautifully to this treatment,RGYSAYHOG5YMN,151,Effective product,891a10d1-b6b2-4d53-8fe1-63c90abaf55b,YieldMax Pro Launch,1476.89,39630,73,0.0018,Direct Traffic,Small Farm - New,Insecticides,POSITIVE,0.972391665
27-09-2025,01:08:03,TRUE,5,Excellent results with my indoor plants - saw improvement in just 13 days,RAUNR539Z7L27,96,Life saver for plants,d6cc74d9-0661-42bf-bec8-0098a5238de3,Organic Growth Initiative,1281.21,89932,3174,0.0353,Direct Traffic,Large Farm - Returning,Fungicides,POSITIVE,0.979358613
05-08-2022,04:52:14,TRUE,3,Average performance with my orchids - inconsistent results,RO74JA3KMJDVF,109,Okay results,1f76f2cf-8ab1-4576-985d-e028dea2851f,Farmer Connect Program,2237.41,42059,4137,0.0984,Offline Events,Retailer - Tier 2,Herbicides,NEUTRAL,0.790891647
13-08-2024,16:38:13,TRUE,5,Excellent results with my bonsai - saw improvement in just 21 days,RWSKDMWV1U4OG,24,Amazing results!,bf8ffe4f-9817-4f3d-a40e-ae8680b92f14,YieldMax Pro Launch,4204.03,12096,122,0.0101,Search Ads,Retailer - Tier 2,Fungicides,POSITIVE,0.971969366
04-03-2024,12:46:56,TRUE,2,Overpriced and ineffective for herb garden,RQ175QH8OUABZ,30,Not effective,bb5cadb0-c485-479b-87e0-73cd31096100,YieldMax Pro Launch,3137.14,27306,479,0.0175,Social Media,Small Farm - New,Insecticides,NEGATIVE,0.972405195
09-07-2022,05:27:31,TRUE,4,"My fruit trees are thriving with this product, growing faster",RAH68U9MFN450,170,Life saver for plants,d99ecf1b-6e4b-4eac-b319-481227e32c43,Pest Control Solutions Drive,895.34,98211,4488,0.0457,Email Marketing,Large Farm - Returning,Seeds,POSITIVE,0.988717079
19-08-2022,04:02:55,TRUE,5,terrace garden responded beautifully to this treatment,R1GK0ANWM1WYG,180,Happy with purchase,9f9b50cb-3140-44b4-95c4-102bfa916990,Organic Growth Initiative,95.14,21750,1475,0.0678,Referral,Retailer - Tier 1,Insecticides,POSITIVE,0.963835716
07-05-2025,02:11:06,TRUE,4,Wonderful product! My vegetables more vibrant colors,R5SNX2UHYL6PI,7,Life saver for plants,a02107de-e943-45a4-965c-0f12a8cdaaa2,Organic Growth Initiative,690.64,43477,2861,0.0658,Referral,Retailer - Tier 1,Seeds,POSITIVE,0.988953829
26-03-2025,11:28:17,TRUE,1,Complete waste of money for my fruit trees - growth stunted,R8RXS3VQDZX29,178,Don't buy,90dc5b3d-1eb4-4e8a-abce-8c8f9aa2746f,Monsoon Harvest Boost 2024,2235.57,50063,4978,0.0994,Offline Events,Small Farm - New,Insecticides,NEGATIVE,0.976458192
21-03-2023,10:11:00,TRUE,4,The succulents in my garden are now fruiting abundantly thanks to this product,R8QFJS30Y3150,96,Happy with purchase,bc61941b-479b-4ed1-812c-22936bc419aa,Farmer Connect Program,2755.58,10432,707,0.0678,Email Marketing,Retailer - Tier 2,Digital Tools,POSITIVE,0.986925006
17-05-2024,21:44:43,TRUE,5,Visible difference in my fruit trees after 3 weeks,RUSFMVK4I3H1J,96,Happy with purchase,ad4ed83a-5612-4c79-842a-a7593cf6cf36,Pest Control Solutions Drive,4115.57,38997,3787,0.0971,SMS Campaigns,Large Farm - New,Seeds,NEUTRAL,0.950029254
